nome_completo,data_nascimento,idade,rg,cpf,uf_atendimento,data_atendimento,modo_chegada,historico_comorbidades,pressao_sistolica,pressao_diastolica,frequencia_cardiaca,frequencia_respiratoria,temperatura_celsius,spo2_porcento,taxa_hesitacao_porcento,instabilidade_emocional_vocal_porcento,diagnostico_realizado,houve_internacao,urgencia_critica
Emanuella Campos,1989-11-28,36,702685343,952.704.381-60,SP,2026-02-20 19:28:27,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,143,96,61,15,36.4,98,49.38,33.87,Mialgia (Dor Muscular),0,0
Davi Miguel Sampaio,1970-10-20,55,263105477,658.913.042-60,RN,2026-03-04 20:02:53,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,95,71,55,17,35.5,97,92.42,25.88,Mialgia (Dor Muscular),0,0
Enrico Monteiro,1972-03-16,54,302467518,170.964.823-69,GO,2025-11-02 22:02:31,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,131,80,71,20,36.6,97,53.39,84.37,Crise de Ansiedade,0,0
Dr. Enzo Freitas,1991-06-17,35,201846354,253.417.089-97,AC,2025-12-31 07:40:55,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,134,94,80,16,36.0,94,61.73,73.76,Crise de Ansiedade,0,0
João Felipe Siqueira,1958-08-12,68,506814270,917.480.356-57,SP,2026-01-01 05:30:40,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,114,72,55,12,35.4,91,26.7,88.45,Insuficiência Respiratória,1,1
Arthur Farias,2008-08-30,18,132876541,481.605.273-90,BA,2025-12-18 22:25:11,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,147,79,121,17,36.8,100,87.11,58.93,Insuficiência Respiratória,1,1
Júlia Moura,1949-08-14,77,671450384,261.037.589-12,RR,2026-03-29 03:43:09,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,116,79,51,13,36.0,99,2.44,43.55,Crise de Ansiedade,0,0
João Silva,1978-08-06,48,405261780,153.428.079-05,MG,2026-01-20 04:06:51,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,122,90,118,16,36.7,100,55.72,27.06,Cefaleia Tensional,0,0
Ana Vitória Monteiro,1938-11-05,87,437821055,567.108.932-86,RR,2025-12-29 21:04:27,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,116,88,114,24,37.2,96,38.39,58.31,Cefaleia Tensional,0,0
Sophia Fonseca,1961-06-28,65,273058411,312.786.954-19,MG,2025-10-04 08:07:53,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,120,76,107,16,35.7,96,60.39,61.8,Refluxo Gastroesofágico,0,0
Theo Nunes,1969-09-02,57,215347687,213.578.046-44,RO,2026-07-02 23:41:27,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,98,80,67,26,36.6,98,36.02,39.29,Refluxo Gastroesofágico,0,0
Léo Castro,1969-06-06,57,178640530,948.036.712-22,SP,2026-04-18 19:23:39,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,91,74,93,25,35.1,89,71.77,93.66,Insuficiência Respiratória,1,1
Cauã Oliveira,2003-02-21,23,105438273,120.854.639-24,PR,2026-05-12 01:23:27,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,151,57,53,15,37.7,92,2.03,64.0,Crise Hipertensiva Severa,1,1
Bruna da Conceição,1997-07-10,29,214673807,475.196.302-34,RO,2026-02-26 19:38:06,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,103,83,107,12,35.4,93,40.59,83.75,Mialgia (Dor Muscular),0,0
Dra. Agatha Aparecida,2006-09-15,20,571834607,741.956.203-25,MG,2025-09-30 12:07:40,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,100,108,83,17,36.1,95,83.13,62.04,Cefaleia Tensional,0,0
Joaquim Aparecida,1969-07-29,57,051473689,364.092.875-00,MT,2026-04-21 03:01:01,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,76,66,74,23,37.6,93,25.02,31.65,Refluxo Gastroesofágico,0,0
Maria Clara Gomes,2001-05-13,25,742850134,075.324.168-44,GO,2026-03-27 14:10:00,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,107,68,54,15,36.3,98,5.28,73.66,Mialgia (Dor Muscular),1,0
Felipe Andrade,1968-09-26,58,042687354,483.976.502-29,ES,2026-06-06 12:05:09,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,93,66,40,22,35.5,97,49.65,23.03,Refluxo Gastroesofágico,0,0
Mariah Câmara,1946-02-06,80,265413801,357.402.819-97,PE,2026-03-28 23:35:47,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,152,90,59,24,37.1,100,97.65,59.66,Mialgia (Dor Muscular),0,0
Sr. Oliver Silveira,1990-07-09,36,345201681,097.614.235-06,PE,2026-04-03 23:51:34,Acompanhada por familiares apresentando dispneia leve.,Asma,140,86,112,14,37.1,100,6.42,40.24,Mialgia (Dor Muscular),0,0
Dr. Breno Oliveira,1966-05-12,60,863701243,639.875.102-77,MT,2025-12-04 16:26:52,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,106,77,74,14,36.0,91,7.01,14.99,Infarto Agudo do Miocárdio,1,1
Sr. Theodoro Rocha,1937-07-07,89,408512635,962.543.108-05,DF,2025-11-30 20:53:05,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,165,66,80,21,36.1,97,59.51,41.32,Mialgia (Dor Muscular),0,0
Felipe Câmara,1945-11-27,80,548071639,547.069.183-75,PE,2026-01-13 06:35:22,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,139,81,101,18,36.2,97,25.01,31.03,Mialgia (Dor Muscular),0,0
Ana Clara Guerra,1958-11-07,67,81067435X,359.416.208-70,AL,2026-05-23 11:12:17,Acompanhada por familiares apresentando dispneia leve.,Nenhuma,113,56,130,14,36.3,96,41.02,11.22,Crise Hipertensiva Severa,1,1
Ravi Lucca da Paz,2007-12-26,18,106278435,289.645.017-30,MT,2026-07-08 13:24:30,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,70,82,118,16,35.0,92,83.05,82.38,Trauma Físico Severo,1,1
Luan Borges,1981-11-17,44,60742185X,560.271.348-44,DF,2026-09-15 02:15:59,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,165,93,60,17,36.4,93,19.88,49.86,Crise de Ansiedade,0,0
Mirella Albuquerque,1964-11-20,61,134568709,790.324.865-00,DF,2025-10-26 03:22:55,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,92,61,40,10,37.9,97,71.93,34.64,Refluxo Gastroesofágico,0,0
Sr. João Vitor Nunes,1936-09-29,90,206417858,572.461.839-73,GO,2026-05-21 09:42:45,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,87,57,143,21,35.8,93,50.45,50.5,Trauma Físico Severo,1,1
Joaquim Martins,1993-07-02,33,815637408,235.608.974-83,DF,2026-05-11 13:04:11,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,140,103,141,15,36.0,97,90.5,75.46,Crise Hipertensiva Severa,1,1
Dr. Gael Henrique Siqueira,1984-01-15,42,315687241,936.081.572-12,BA,2025-11-21 03:06:56,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,168,70,89,10,35.6,96,97.3,1.83,Cefaleia Tensional,0,0
Isabelly Cassiano,1948-05-05,78,07546231X,312.479.685-37,MG,2026-08-17 05:12:17,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,147,97,53,17,37.0,97,48.5,54.68,Crise de Ansiedade,0,0
Nicolas Alves,1979-01-06,47,671054831,456.870.129-58,MT,2025-12-12 12:15:36,Encaminhamento via viatura policial (situação de vulnerabilidade).,Hipertensão,131,77,109,14,37.5,93,58.46,47.92,Crise de Ansiedade,0,0
Vitor Hugo Ferreira,1949-02-25,77,145607835,869.241.375-55,RS,2026-07-20 22:38:45,Acompanhada por familiares apresentando dispneia leve.,Doença Cardiovascular,131,77,82,26,37.4,97,74.58,89.31,Refluxo Gastroesofágico,0,0
Alexia Farias,1942-08-26,84,713824050,812.453.796-82,PE,2026-09-11 19:22:31,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,137,86,82,15,35.5,93,31.87,55.6,Crise de Ansiedade,0,0
Marcos Vinicius Sousa,1964-04-17,62,128307456,827.304.965-56,PI,2026-03-28 06:23:23,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,135,66,107,12,36.9,97,22.67,13.73,Refluxo Gastroesofágico,0,0
Sra. Bella Costela,1946-09-02,80,146527835,149.657.382-09,CE,2026-03-08 22:06:43,Acompanhada por familiares apresentando dispneia leve.,Nenhuma,125,81,93,20,37.6,100,96.47,38.87,Crise de Ansiedade,1,0
Isabela Leão,1960-05-09,66,671432850,792.405.816-85,PR,2026-03-21 15:20:18,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,122,74,55,14,36.9,98,43.26,62.11,Refluxo Gastroesofágico,0,0
Ana Liz Casa Grande,1937-04-24,89,123650483,147.650.982-49,PA,2026-06-17 18:58:17,Encaminhamento via viatura policial (situação de vulnerabilidade).,Hipertensão,118,60,76,14,36.9,98,0.16,4.59,Crise de Ansiedade,0,0
Sra. Ayla Aparecida,1964-05-12,62,715643083,961.357.280-59,PE,2026-07-20 21:58:02,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,104,85,101,20,36.1,100,83.77,88.46,Cefaleia Tensional,0,0
Vicente Jesus,1957-11-20,68,358016423,849.513.027-05,PI,2025-12-07 02:12:33,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,114,76,97,12,36.7,91,59.97,6.78,Crise Hipertensiva Severa,1,1
Sra. Natália Souza,2005-06-17,21,830257615,458.901.273-14,AM,2026-09-14 02:15:28,Acompanhada por familiares apresentando dispneia leve.,Diabetes,86,77,91,10,37.5,100,16.86,3.06,Crise de Ansiedade,0,0
Calebe Montenegro,1975-10-31,50,134672057,174.652.398-00,TO,2026-01-17 11:36:25,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,118,61,108,26,36.8,92,3.01,0.2,Trauma Físico Severo,1,1
Matteo Barbosa,1952-05-09,74,235687017,365.041.987-48,MS,2025-09-29 05:35:09,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,100,103,75,20,35.5,100,29.15,68.37,Cefaleia Tensional,0,0
Ana Liz Lopes,1971-03-31,55,463178026,702.138.654-08,AC,2026-01-29 07:44:11,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,97,93,89,16,36.1,99,92.79,45.59,Mialgia (Dor Muscular),0,0
Caroline da Costa,1988-07-24,38,045863179,682.051.934-60,SP,2026-03-17 13:55:33,Acompanhada por familiares apresentando dispneia leve.,Asma,123,94,40,17,37.5,93,93.35,10.28,Refluxo Gastroesofágico,0,0
José Pedro Dias,1967-04-30,59,425607811,813.647.209-22,RS,2025-12-23 18:30:19,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,147,75,73,20,36.8,100,31.1,85.62,Refluxo Gastroesofágico,0,0
Lunna Dias,2004-11-19,21,830475618,245.190.763-07,PI,2026-08-31 15:14:40,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,138,54,104,22,36.6,98,83.59,20.27,Cefaleia Tensional,0,0
Júlia da Conceição,1947-05-25,79,470235184,235.406.917-07,PE,2026-06-06 20:06:59,Acompanhada por familiares apresentando dispneia leve.,Doença Cardiovascular,88,109,75,14,36.1,100,44.18,32.63,Mialgia (Dor Muscular),0,0
Guilherme Carvalho,2006-06-23,20,870135624,297.301.864-13,MS,2026-08-12 22:50:55,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,100,79,73,19,37.5,97,65.43,17.77,Cefaleia Tensional,0,0
Bianca Cassiano,1940-02-03,86,437581603,589.261.403-42,AL,2025-10-04 03:13:41,Acompanhada por familiares apresentando dispneia leve.,Asma,138,68,58,15,37.8,96,33.44,92.68,Mialgia (Dor Muscular),0,0
Enzo Machado,2005-11-30,20,154870237,487.190.623-03,AL,2026-07-21 04:02:31,Acompanhada por familiares apresentando dispneia leve.,Diabetes,100,86,110,17,37.5,94,51.6,75.81,Refluxo Gastroesofágico,0,0
Luara Jesus,1940-08-11,86,703241680,738.521.904-79,CE,2026-09-02 22:31:24,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,115,97,98,18,37.7,90,29.38,72.4,Insuficiência Respiratória,1,1
Vitor Gabriel Fogaça,1959-05-01,67,04831657X,329.065.741-80,SE,2025-12-02 17:58:53,Acompanhada por familiares apresentando dispneia leve.,Doença Cardiovascular,131,79,105,17,36.2,95,6.11,4.4,Refluxo Gastroesofágico,0,0
Rael das Neves,1970-07-12,56,28417306X,576.184.230-08,RN,2026-04-26 08:32:05,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,100,99,41,21,36.1,95,13.94,52.27,Refluxo Gastroesofágico,0,0
Julia Campos,1956-11-06,69,014836257,692.073.415-06,RN,2026-04-05 14:28:52,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,122,96,80,20,36.4,98,29.07,57.55,Crise de Ansiedade,0,0
Emanuel Rodrigues,1952-11-23,73,758342615,374.690.128-69,RN,2026-03-29 20:49:59,Acompanhada por familiares apresentando dispneia leve.,Asma,93,63,77,10,36.5,91,97.63,38.25,Insuficiência Respiratória,1,1
Asafe Cunha,2004-08-05,22,478602534,368.149.057-01,AL,2026-02-19 10:55:14,Encaminhamento via viatura policial (situação de vulnerabilidade).,Hipertensão,107,69,77,11,37.6,96,96.57,32.18,Refluxo Gastroesofágico,0,0
Sr. Caleb Silva,1994-05-24,32,170623841,871.532.409-50,PR,2025-09-25 01:35:04,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,126,94,69,16,37.4,99,82.77,85.19,Crise de Ansiedade,0,0
Luiz Henrique Gonçalves,1966-02-14,60,514680374,316.247.809-03,PB,2025-12-28 23:24:15,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,88,40,76,27,36.9,99,23.25,2.3,Crise de Ansiedade,0,0
Ana Julia Rocha,1936-09-03,90,178523045,617.832.504-53,PA,2025-10-04 07:49:11,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,128,77,106,13,35.4,89,44.16,62.54,Trauma Físico Severo,1,1
José Pedro Cavalcanti,1958-03-19,68,638017427,341.028.759-05,MS,2026-01-08 08:59:27,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,119,58,40,16,35.1,99,43.98,39.42,Crise de Ansiedade,0,0
Nathan Machado,1947-04-22,79,725306816,035.986.271-30,PI,2026-04-29 09:50:03,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,131,72,129,15,36.7,96,38.7,66.6,Mialgia (Dor Muscular),0,0
Isadora Brito,1981-10-02,45,637450826,450.679.381-10,BA,2026-03-26 04:42:38,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,124,75,97,15,37.2,96,4.49,19.79,Crise de Ansiedade,0,0
Bella Vieira,1985-08-31,41,803417627,490.653.728-65,PI,2026-04-03 19:49:05,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,147,74,83,18,36.4,87,53.45,23.87,Insuficiência Respiratória,1,1
Davi Albuquerque,1967-01-17,59,078352642,534.809.216-98,AL,2026-09-05 07:39:10,Acompanhada por familiares apresentando dispneia leve.,Diabetes,122,71,107,25,38.0,100,7.28,58.69,Cefaleia Tensional,0,0
Henry Cardoso,1944-08-15,82,168573027,240.613.579-99,RS,2026-02-19 00:27:36,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,111,63,48,20,35.6,97,80.19,97.99,Cefaleia Tensional,0,0
Murilo Freitas,1945-03-06,81,174625303,581.076.923-30,PB,2025-10-31 05:11:26,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,122,114,68,13,35.5,90,69.13,97.47,Trauma Físico Severo,1,1
Antonella Pacheco,1956-04-22,70,045781369,318.694.250-06,SC,2026-06-14 22:32:19,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,130,108,81,31,36.0,98,35.27,24.9,Mialgia (Dor Muscular),0,0
Joana Barbosa,1988-08-20,38,542761385,528.617.409-49,BA,2025-12-07 21:56:53,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,120,62,119,18,35.9,98,64.71,10.24,Cefaleia Tensional,0,0
Benício Costa,1994-08-26,32,317826402,071.583.462-26,PR,2026-03-16 22:47:15,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,120,103,83,15,36.9,100,23.3,59.03,Crise de Ansiedade,0,0
Melina Cardoso,1998-10-23,27,256803146,089.376.514-75,ES,2026-02-21 03:32:57,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,105,74,96,25,36.2,95,26.53,42.0,Refluxo Gastroesofágico,0,0
Lucas Campos,1962-09-16,64,254083171,640.275.183-90,MS,2025-12-06 23:39:17,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,106,81,70,15,35.3,97,31.41,76.17,Mialgia (Dor Muscular),0,0
Ravi Aragão,2006-07-28,20,125830464,014.529.367-06,PI,2026-05-27 09:06:30,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,91,79,97,26,37.2,94,79.7,52.8,Crise de Ansiedade,0,0
Pedro Silveira,1940-05-03,86,342601581,438.210.796-22,PA,2026-05-31 01:21:58,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,154,70,126,13,35.1,99,21.07,51.06,Cefaleia Tensional,0,0
Sara Alves,1968-05-13,58,530271680,461.258.703-08,PB,2025-12-23 08:44:27,Acompanhada por familiares apresentando dispneia leve.,Diabetes,95,94,109,25,35.6,93,56.28,64.65,Mialgia (Dor Muscular),0,0
Mariane Cavalcanti,1966-03-03,60,074362586,193.206.578-40,MA,2026-08-09 11:15:07,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,106,81,82,19,35.2,93,20.05,12.64,Cefaleia Tensional,0,0
Sr. Francisco da Mota,1951-01-07,75,642753015,826.941.730-04,BA,2026-01-01 06:11:31,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,105,72,101,24,36.7,96,28.5,67.72,Mialgia (Dor Muscular),0,0
Pietro Cassiano,1959-07-17,67,025834769,738.654.921-00,PE,2026-03-12 09:35:47,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,137,60,99,27,36.6,92,23.55,48.85,Crise Hipertensiva Severa,1,1
Joaquim Ramos,1952-10-08,74,513640824,609.425.371-06,AL,2026-07-13 08:16:34,Encaminhamento via viatura policial (situação de vulnerabilidade).,Hipertensão,114,66,97,12,38.0,100,64.5,82.01,Cefaleia Tensional,0,0
Theo Jesus,1999-05-18,27,371850642,703.842.951-50,SC,2026-09-19 02:54:22,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,144,55,112,24,37.2,100,52.67,13.87,Cefaleia Tensional,0,0
Pietra Araújo,1958-07-18,68,175820430,512.984.763-64,MT,2026-07-13 23:57:11,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,106,80,112,10,37.7,95,72.13,30.07,Cefaleia Tensional,0,0
João Lucas Gomes,2002-07-31,24,425167033,930.854.216-70,TO,2026-08-23 06:33:42,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,125,62,81,12,36.7,91,21.99,95.02,Trauma Físico Severo,1,1
Otto Costa,2006-09-22,20,06517432X,849.750.162-49,PE,2026-03-21 16:35:13,Acompanhada por familiares apresentando dispneia leve.,Diabetes,103,76,101,13,35.7,98,0.91,55.31,Mialgia (Dor Muscular),0,0
Valentina da Cruz,1993-03-02,33,407862134,791.623.540-43,PE,2026-04-15 11:00:27,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,162,100,75,20,36.6,95,68.05,92.93,Refluxo Gastroesofágico,0,0
Ísis Vieira,1976-03-30,50,246781506,286.075.139-40,PA,2026-05-15 20:39:17,Acompanhada por familiares apresentando dispneia leve.,Asma,96,97,61,18,37.0,100,11.49,68.9,Cefaleia Tensional,0,0
Mateus Viana,1977-11-12,48,241805636,910.476.523-07,RJ,2026-03-14 15:47:27,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,126,79,78,17,37.1,93,24.63,92.64,Mialgia (Dor Muscular),0,0
Sra. Pietra Nogueira,1959-11-24,66,510843268,780.965.214-11,AM,2025-12-29 10:15:07,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,132,78,83,18,36.1,99,30.57,31.78,Cefaleia Tensional,0,0
Manuella Nunes,1949-12-01,76,562047815,849.526.703-92,MT,2025-10-11 22:00:36,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,128,108,43,20,36.9,97,74.68,9.05,Mialgia (Dor Muscular),0,0
Luna Gomes,1945-01-03,81,751480368,567.109.243-43,AL,2026-04-07 18:01:42,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,116,87,106,21,35.8,94,62.59,80.22,Refluxo Gastroesofágico,0,0
Fernando Alves,1959-03-23,67,05271648X,045.761.389-01,SE,2026-01-08 19:47:44,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,117,75,40,23,35.7,97,18.43,80.45,Refluxo Gastroesofágico,0,0
Sr. Arthur Vasconcelos,1981-11-30,44,023854765,165.208.374-07,DF,2026-06-12 23:26:09,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,120,58,152,27,35.6,100,59.79,61.88,Trauma Físico Severo,1,1
Benjamin Melo,2006-08-16,20,562471807,097.532.816-68,AC,2026-07-02 13:55:08,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,117,85,122,17,36.5,97,70.81,57.96,Insuficiência Respiratória,1,1
Maria Alice Vargas,1952-06-10,74,021354674,792.164.853-37,RJ,2025-09-29 07:19:34,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,139,92,78,15,35.6,97,38.89,91.49,Crise de Ansiedade,0,0
Isabel Castro,1979-01-03,47,284716534,931.624.785-37,SE,2026-05-08 10:56:16,Acompanhada por familiares apresentando dispneia leve.,Diabetes,164,70,85,21,36.2,93,24.6,17.65,Cefaleia Tensional,0,0
Josué Ribeiro,1953-01-11,73,140678256,891.503.764-20,AP,2026-09-02 21:15:50,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,108,84,92,12,37.2,100,67.9,61.65,Refluxo Gastroesofágico,0,0
João Felipe Nascimento,1995-07-26,31,34126507X,610.835.472-08,RS,2026-07-07 09:41:25,Encaminhamento via viatura policial (situação de vulnerabilidade).,Hipertensão,92,74,70,14,35.7,100,61.09,4.98,Refluxo Gastroesofágico,0,0
